,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
60254,MIRT110053,hsa-miR-103a-3p,Homo sapiens,OGT,8473.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
60255,MIRT110053,hsa-miR-103a-3p,Homo sapiens,OGT,8473.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
60256,MIRT110053,hsa-miR-103a-3p,Homo sapiens,OGT,8473.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
63677,MIRT144299,hsa-miR-103a-2-5p,Homo sapiens,NFAT5,10725.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
63678,MIRT144299,hsa-miR-103a-2-5p,Homo sapiens,NFAT5,10725.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
63679,MIRT144299,hsa-miR-103a-2-5p,Homo sapiens,NFAT5,10725.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
65592,MIRT163941,hsa-miR-103a-3p,Homo sapiens,FGFRL1,53834.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
65802,MIRT165888,hsa-miR-103a-3p,Homo sapiens,CREBRF,153222.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
67309,MIRT178639,hsa-miR-103a-3p,Homo sapiens,SLC30A7,148867.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
67391,MIRT179009,hsa-miR-103a-3p,Homo sapiens,PAFAH1B2,5049.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
67392,MIRT179009,hsa-miR-103a-3p,Homo sapiens,PAFAH1B2,5049.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
70933,MIRT205324,hsa-miR-103a-3p,Homo sapiens,HIC2,23119.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
70958,MIRT205547,hsa-miR-103a-3p,Homo sapiens,CAB39,51719.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
73021,MIRT223687,hsa-miR-103a-3p,Homo sapiens,FZD6,8323.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
73022,MIRT223687,hsa-miR-103a-3p,Homo sapiens,FZD6,8323.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
73023,MIRT223687,hsa-miR-103a-3p,Homo sapiens,FZD6,8323.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
73412,MIRT229345,hsa-miR-103a-3p,Homo sapiens,ZNF449,203523.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
75431,MIRT249123,hsa-miR-103a-3p,Homo sapiens,AGO1,26523.0,Homo sapiens,Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,23426184
76113,MIRT256307,hsa-miR-103a-3p,Homo sapiens,CDC42SE2,56990.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
77430,MIRT269720,hsa-miR-103a-3p,Homo sapiens,NUCKS1,64710.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
78014,MIRT277505,hsa-miR-103a-3p,Homo sapiens,PPP2R5C,5527.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
78015,MIRT277505,hsa-miR-103a-3p,Homo sapiens,PPP2R5C,5527.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
78328,MIRT282270,hsa-miR-103a-3p,Homo sapiens,FAM103A1,83640.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
78337,MIRT282534,hsa-miR-103a-3p,Homo sapiens,SLCO3A1,28232.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
79920,MIRT300994,hsa-miR-103a-3p,Homo sapiens,MTMR3,8897.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
80082,MIRT302228,hsa-miR-103a-3p,Homo sapiens,RAB10,10890.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
81163,MIRT314097,hsa-miR-103a-3p,Homo sapiens,PIK3R1,5295.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
81164,MIRT314097,hsa-miR-103a-3p,Homo sapiens,PIK3R1,5295.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
81165,MIRT314097,hsa-miR-103a-3p,Homo sapiens,PIK3R1,5295.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
81166,MIRT314097,hsa-miR-103a-3p,Homo sapiens,PIK3R1,5295.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
81242,MIRT314708,hsa-miR-103a-3p,Homo sapiens,VCAN,1462.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
90874,MIRT441506,hsa-miR-103a-3p,Homo sapiens,ERN1,2081.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
95145,MIRT445291,hsa-miR-103a-2-5p,Homo sapiens,CD274,29126.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97233,MIRT447200,hsa-miR-103a-2-5p,Homo sapiens,DNAJC5G,285126.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98364,MIRT448280,hsa-miR-103a-2-5p,Homo sapiens,ZMYM2,7750.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101162,MIRT450814,hsa-miR-103a-2-5p,Homo sapiens,LIFR,3977.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102392,MIRT451829,hsa-miR-103a-3p,Homo sapiens,ALDH3B1,221.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
104614,MIRT453277,hsa-miR-103a-3p,Homo sapiens,EFTUD2,9343.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
105103,MIRT453695,hsa-miR-103a-2-5p,Homo sapiens,CEBPD,1052.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
105787,MIRT454157,hsa-miR-103a-2-5p,Homo sapiens,HIST1H2BK,85236.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
109350,MIRT456416,hsa-miR-103a-2-5p,Homo sapiens,MTRF1L,54516.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
113607,MIRT459773,hsa-miR-103a-3p,Homo sapiens,IDH3A,3419.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
114743,MIRT460427,hsa-miR-103a-3p,Homo sapiens,DOCK11,139818.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
118860,MIRT463567,hsa-miR-103a-2-5p,Homo sapiens,ZBTB39,9880.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
118885,MIRT463581,hsa-miR-103a-3p,Homo sapiens,ZBTB38,253461.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
122995,MIRT466286,hsa-miR-103a-3p,Homo sapiens,TM4SF1,4071.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
123445,MIRT466540,hsa-miR-103a-3p,Homo sapiens,TBPL1,9519.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
123446,MIRT466540,hsa-miR-103a-3p,Homo sapiens,TBPL1,9519.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
123447,MIRT466540,hsa-miR-103a-3p,Homo sapiens,TBPL1,9519.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
123957,MIRT466859,hsa-miR-103a-3p,Homo sapiens,STX6,10228.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
125403,MIRT467877,hsa-miR-103a-2-5p,Homo sapiens,SLC22A23,63027.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
127126,MIRT469078,hsa-miR-103a-3p,Homo sapiens,RNF168,165918.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
127545,MIRT469404,hsa-miR-103a-3p,Homo sapiens,REL,5966.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
127546,MIRT469404,hsa-miR-103a-3p,Homo sapiens,REL,5966.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
127547,MIRT469404,hsa-miR-103a-3p,Homo sapiens,REL,5966.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
127898,MIRT469626,hsa-miR-103a-3p,Homo sapiens,RAD21,5885.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
127899,MIRT469626,hsa-miR-103a-3p,Homo sapiens,RAD21,5885.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
127900,MIRT469626,hsa-miR-103a-3p,Homo sapiens,RAD21,5885.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
132598,MIRT472905,hsa-miR-103a-3p,Homo sapiens,MT1E,4493.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
135679,MIRT475051,hsa-miR-103a-3p,Homo sapiens,JOSD1,9929.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
137523,MIRT476163,hsa-miR-103a-3p,Homo sapiens,GOLGA8B,440270.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
160244,MIRT489881,hsa-miR-103a-3p,Homo sapiens,MPLKIP,136647.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
163697,MIRT492395,hsa-miR-103a-3p,Homo sapiens,SEMA6A,57556.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
168721,MIRT496007,hsa-miR-103a-3p,Homo sapiens,CD180,4064.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
172169,MIRT498746,hsa-miR-103a-3p,Homo sapiens,RPSAP58,388524.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
172170,MIRT498746,hsa-miR-103a-3p,Homo sapiens,RPSAP58,388524.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
172171,MIRT498746,hsa-miR-103a-3p,Homo sapiens,RPSAP58,388524.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
172172,MIRT498746,hsa-miR-103a-3p,Homo sapiens,RPSAP58,388524.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
172747,MIRT498972,hsa-miR-103a-3p,Homo sapiens,ORC4,5000.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
172748,MIRT498972,hsa-miR-103a-3p,Homo sapiens,ORC4,5000.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
172749,MIRT498972,hsa-miR-103a-3p,Homo sapiens,ORC4,5000.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
172750,MIRT498972,hsa-miR-103a-3p,Homo sapiens,ORC4,5000.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
173848,MIRT499445,hsa-miR-103a-3p,Homo sapiens,ODF2L,57489.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
173849,MIRT499445,hsa-miR-103a-3p,Homo sapiens,ODF2L,57489.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
173850,MIRT499445,hsa-miR-103a-3p,Homo sapiens,ODF2L,57489.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
173851,MIRT499445,hsa-miR-103a-3p,Homo sapiens,ODF2L,57489.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
174180,MIRT499610,hsa-miR-103a-3p,Homo sapiens,DNAJA1,3301.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
174181,MIRT499610,hsa-miR-103a-3p,Homo sapiens,DNAJA1,3301.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
174182,MIRT499610,hsa-miR-103a-3p,Homo sapiens,DNAJA1,3301.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
174183,MIRT499610,hsa-miR-103a-3p,Homo sapiens,DNAJA1,3301.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
175323,MIRT500084,hsa-miR-103a-3p,Homo sapiens,L2HGDH,79944.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
175324,MIRT500084,hsa-miR-103a-3p,Homo sapiens,L2HGDH,79944.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
175325,MIRT500084,hsa-miR-103a-3p,Homo sapiens,L2HGDH,79944.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
175326,MIRT500084,hsa-miR-103a-3p,Homo sapiens,L2HGDH,79944.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
177456,MIRT500956,hsa-miR-103a-3p,Homo sapiens,SREK1,140890.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
177457,MIRT500956,hsa-miR-103a-3p,Homo sapiens,SREK1,140890.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
177458,MIRT500956,hsa-miR-103a-3p,Homo sapiens,SREK1,140890.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
177459,MIRT500956,hsa-miR-103a-3p,Homo sapiens,SREK1,140890.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
178502,MIRT501409,hsa-miR-103a-3p,Homo sapiens,RBBP6,5930.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
178503,MIRT501409,hsa-miR-103a-3p,Homo sapiens,RBBP6,5930.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
178504,MIRT501409,hsa-miR-103a-3p,Homo sapiens,RBBP6,5930.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
178505,MIRT501409,hsa-miR-103a-3p,Homo sapiens,RBBP6,5930.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
181625,MIRT502686,hsa-miR-103a-3p,Homo sapiens,CSNK1G3,1456.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
181626,MIRT502686,hsa-miR-103a-3p,Homo sapiens,CSNK1G3,1456.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
181627,MIRT502686,hsa-miR-103a-3p,Homo sapiens,CSNK1G3,1456.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
181628,MIRT502686,hsa-miR-103a-3p,Homo sapiens,CSNK1G3,1456.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
183672,MIRT503523,hsa-miR-103a-3p,Homo sapiens,ATG12,9140.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
183673,MIRT503523,hsa-miR-103a-3p,Homo sapiens,ATG12,9140.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
184851,MIRT504125,hsa-miR-103a-3p,Homo sapiens,RCC1,1104.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
184852,MIRT504125,hsa-miR-103a-3p,Homo sapiens,RCC1,1104.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
184853,MIRT504125,hsa-miR-103a-3p,Homo sapiens,RCC1,1104.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
186592,MIRT504832,hsa-miR-103a-2-5p,Homo sapiens,EREG,2069.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
186711,MIRT504888,hsa-miR-103a-3p,Homo sapiens,MRPL51,51258.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
186712,MIRT504888,hsa-miR-103a-3p,Homo sapiens,MRPL51,51258.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
189113,MIRT506032,hsa-miR-103a-3p,Homo sapiens,PRR14L,253143.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
189114,MIRT506032,hsa-miR-103a-3p,Homo sapiens,PRR14L,253143.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
189115,MIRT506032,hsa-miR-103a-3p,Homo sapiens,PRR14L,253143.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
189313,MIRT506113,hsa-miR-103a-3p,Homo sapiens,PPIG,9360.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
189314,MIRT506113,hsa-miR-103a-3p,Homo sapiens,PPIG,9360.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
189315,MIRT506113,hsa-miR-103a-3p,Homo sapiens,PPIG,9360.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
189658,MIRT506257,hsa-miR-103a-3p,Homo sapiens,PDZD8,118987.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
189659,MIRT506257,hsa-miR-103a-3p,Homo sapiens,PDZD8,118987.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
189660,MIRT506257,hsa-miR-103a-3p,Homo sapiens,PDZD8,118987.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
191073,MIRT506859,hsa-miR-103a-3p,Homo sapiens,KIF23,9493.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
191074,MIRT506859,hsa-miR-103a-3p,Homo sapiens,KIF23,9493.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
191075,MIRT506859,hsa-miR-103a-3p,Homo sapiens,KIF23,9493.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
191621,MIRT507102,hsa-miR-103a-3p,Homo sapiens,GPCPD1,56261.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
192333,MIRT507433,hsa-miR-103a-3p,Homo sapiens,ELK4,2005.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
192334,MIRT507433,hsa-miR-103a-3p,Homo sapiens,ELK4,2005.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
192335,MIRT507433,hsa-miR-103a-3p,Homo sapiens,ELK4,2005.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
192583,MIRT507544,hsa-miR-103a-3p,Homo sapiens,DHX33,56919.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
194214,MIRT508342,hsa-miR-103a-3p,Homo sapiens,ZNF273,10793.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
194215,MIRT508342,hsa-miR-103a-3p,Homo sapiens,ZNF273,10793.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
194216,MIRT508342,hsa-miR-103a-3p,Homo sapiens,ZNF273,10793.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
196519,MIRT509410,hsa-miR-103a-3p,Homo sapiens,MCM7,4176.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
196520,MIRT509410,hsa-miR-103a-3p,Homo sapiens,MCM7,4176.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
196521,MIRT509410,hsa-miR-103a-3p,Homo sapiens,MCM7,4176.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
203620,MIRT512435,hsa-miR-103a-3p,Homo sapiens,TRIQK,286144.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
203662,MIRT512475,hsa-miR-103a-3p,Homo sapiens,PPP2CA,5515.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
203663,MIRT512475,hsa-miR-103a-3p,Homo sapiens,PPP2CA,5515.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
205756,MIRT513789,hsa-miR-103a-3p,Homo sapiens,PAWR,5074.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
205757,MIRT513789,hsa-miR-103a-3p,Homo sapiens,PAWR,5074.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
205758,MIRT513789,hsa-miR-103a-3p,Homo sapiens,PAWR,5074.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
206101,MIRT513960,hsa-miR-103a-3p,Homo sapiens,CSNK2A1,1457.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
206250,MIRT514052,hsa-miR-103a-3p,Homo sapiens,AGO2,27161.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
206251,MIRT514052,hsa-miR-103a-3p,Homo sapiens,AGO2,27161.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
206252,MIRT514052,hsa-miR-103a-3p,Homo sapiens,AGO2,27161.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
212334,MIRT518081,hsa-miR-103a-3p,Homo sapiens,TRIM35,23087.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213606,MIRT518987,hsa-miR-103a-3p,Homo sapiens,NNT,23530.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
213607,MIRT518987,hsa-miR-103a-3p,Homo sapiens,NNT,23530.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216864,MIRT521057,hsa-miR-103a-3p,Homo sapiens,SLC2A3,6515.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
216865,MIRT521057,hsa-miR-103a-3p,Homo sapiens,SLC2A3,6515.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217958,MIRT521753,hsa-miR-103a-3p,Homo sapiens,PPIL1,51645.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217959,MIRT521753,hsa-miR-103a-3p,Homo sapiens,PPIL1,51645.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
217960,MIRT521753,hsa-miR-103a-3p,Homo sapiens,PPIL1,51645.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218485,MIRT521982,hsa-miR-103a-3p,Homo sapiens,PER1,5187.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
224023,MIRT525429,hsa-miR-103a-2-5p,Homo sapiens,PROX2,283571.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
225201,MIRT526376,hsa-miR-103a-2-5p,Homo sapiens,LSAMP,4045.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
226025,MIRT527046,hsa-miR-103a-2-5p,Homo sapiens,ISY1-RAB43,100534599.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
226726,MIRT527634,hsa-miR-103a-3p,Homo sapiens,MYBPC1,4604.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
226727,MIRT527634,hsa-miR-103a-3p,Homo sapiens,MYBPC1,4604.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
228910,MIRT529548,hsa-miR-103a-3p,Homo sapiens,EI24,9538.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
229593,MIRT530152,hsa-miR-103a-2-5p,Homo sapiens,KANK4,163782.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
230706,MIRT531090,hsa-miR-103a-2-5p,Homo sapiens,CCDC140,151278.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
231973,MIRT532194,hsa-miR-103a-3p,Homo sapiens,MPDU1,9526.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
238454,MIRT537684,hsa-miR-103a-3p,Homo sapiens,ENPP2,5168.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
238767,MIRT537930,hsa-miR-103a-3p,Homo sapiens,DST,667.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
241535,MIRT540052,hsa-miR-103a-3p,Homo sapiens,FOXC1,2296.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
241571,MIRT540088,hsa-miR-103a-3p,Homo sapiens,NPY4R,5540.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
242571,MIRT540834,hsa-miR-103a-3p,Homo sapiens,GNAT1,2779.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
242572,MIRT540834,hsa-miR-103a-3p,Homo sapiens,GNAT1,2779.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23706177
243174,MIRT541279,hsa-miR-103a-2-5p,Homo sapiens,GLO1,2739.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
245498,MIRT543063,hsa-miR-103a-3p,Homo sapiens,BAZ2A,11176.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
245748,MIRT543302,hsa-miR-103a-3p,Homo sapiens,ZNF585B,92285.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
246386,MIRT543828,hsa-miR-103a-3p,Homo sapiens,GSG1,83445.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
246856,MIRT544259,hsa-miR-103a-3p,Homo sapiens,LRIF1,55791.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
246867,MIRT544269,hsa-miR-103a-2-5p,Homo sapiens,SIKE1,80143.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
247105,MIRT544466,hsa-miR-103a-3p,Homo sapiens,TMEM170A,124491.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
248175,MIRT545338,hsa-miR-103a-3p,Homo sapiens,CCDC83,220047.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
248194,MIRT545355,hsa-miR-103a-3p,Homo sapiens,LIN7C,55327.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
248195,MIRT545355,hsa-miR-103a-3p,Homo sapiens,LIN7C,55327.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
248552,MIRT545672,hsa-miR-103a-3p,Homo sapiens,DECR1,1666.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
250188,MIRT546886,hsa-miR-103a-3p,Homo sapiens,PURB,5814.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
250189,MIRT546886,hsa-miR-103a-3p,Homo sapiens,PURB,5814.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
250388,MIRT547070,hsa-miR-103a-3p,Homo sapiens,PNISR,25957.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
250681,MIRT547326,hsa-miR-103a-3p,Homo sapiens,NFIA,4774.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
250682,MIRT547326,hsa-miR-103a-3p,Homo sapiens,NFIA,4774.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
251637,MIRT548002,hsa-miR-103a-3p,Homo sapiens,HCFC2,29915.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
251638,MIRT548002,hsa-miR-103a-3p,Homo sapiens,HCFC2,29915.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
252173,MIRT548417,hsa-miR-103a-3p,Homo sapiens,EML4,27436.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
252174,MIRT548417,hsa-miR-103a-3p,Homo sapiens,EML4,27436.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
252215,MIRT548456,hsa-miR-103a-3p,Homo sapiens,EIF1AX,1964.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
253427,MIRT549391,hsa-miR-103a-3p,Homo sapiens,AMOT,154796.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
253567,MIRT549517,hsa-miR-103a-3p,Homo sapiens,HDDC2,51020.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
253568,MIRT549517,hsa-miR-103a-3p,Homo sapiens,HDDC2,51020.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
255131,MIRT550755,hsa-miR-103a-3p,Homo sapiens,ENTPD1,953.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
